content,sentiment
aplikasi olah sama perintah ga bener kerja ga becus payahhbb,0
gin dah aplikasi,0
sangat baik,1
sd a ay ccxxxx by vgax,1
verifikasi selalu gagal,0
alhamdulillah sangat bantu,1
sagat bantu,1
dimatengin aplikasi anak muda biasa verifikasi apa gampang bantu orang tua buat ngisi ginian bisa data baru selsai isi verifikasi langsung gagal anak muda ngisi aja emosi kalok orang tua gaptek ngisi sendiri udah emosi sampe nang mungkin,0
paja guncang spt apk nya yg baru bbrp detik buka langsung error,0
sulit,0
ga,0
percuma susah pakai aplikasi ujung nya alih google chrome,0
ga jelas malah sulit,0
moga semua pajak masuk ka negara,0
sengaja gw kasi bintang lima lihat orang gin nih contoh kerja dana habis korupsi,0
udah buat npwp udah 5 tahun ngisi e filling eeetahun mau log in gk bisa gak jelas ribet banget aplikasi ini,0
aplikasi kurang bagus foto selfi gagal verifikasi terus,0
,1
gagal terus tiap buat efin,0
kode otp pa minta efin ngga masuk dah kali kali coba,0
kode verifikasi lupa efin kok masuk ya,0
payah,0
hendry hartanto,1
belibet,0
aplikasi kacau gin lupa efin udah masukin semua data yg minta tetep aja error dapat pajak tinggi bikin aplikasi nihil,0
apk pakai sama sekali mohon bantu,0
lupa email efin sulit buat daftar mau bayar pajak aja sulit minta ampun asa kaya mau minjem duit,0
sangat sangat profesional apk web sama ribetnya mau login susah minta ampun trus bagaimana mau tunai wajib bayar pajak kalau sistem ini layan sangat buruk sekali,0
alam,1
app nya buruk sekali sama kayak si sangka m,0
bbaik,1
sangat bantu sayang loadingnya lama,1
sering errornya,0
lembaga tolllol,0
sangat bsik,1
aplikasi ga jelas verfikasi gagal mulu sdh sesuai data me aju lupa efin,0
parah aplikasi ga fungsi lupa efin data salah bolak balik gitu mau lapor pajak gmn kalau begini terus,0
rubicon nya mana nih,0
bagus banget,1
puyeeng kalau mula,1
,1
aju efin sulit capai tahap kirim kode verifikasi sm hingga masuk,0
ayo bikin biar gak logout mulu bulan mo bayar mesti login dulu,1
moga bantu nice,1
apk nya ga guna ga pake minta efin aja gagal terus,0
kemarin update benerin efin kirim lewat sm ga kirim sekarang update galal verifikasi terus dana banyak ngurusin aplikasi ga becus,0
aplikasi bangke,0
siapa yg bikin aplikasi ini buruk banget,0
data benar tp b prose,0
klik profil aplikasi langsung eror minta restart baik,0
busuk busuk kok aplkasi kek gin anggar banyak di,0
masuk catat langsung error ya,0
sangat buruk aplikasi lot error bahkan verifikasi sering gagal kelas layan perintah aplikasi noob gilir korupsi uang rakyat cepet,0
aplikasi aneh,0
sistem sangat buruk sistem mudah bukan sulit validasi data cukup guna npwp nik saja perlu isi banyak data data diri kita daftar didatabasenya djp team developmentnya baik lgi sistem lebih mudah guna,0
gak buka,1
keren,1
aplikasi bumn gin ya banyak korupsi ni anggar buat aplikasi verifikasi gagal mulu gk jelas bego parah,0
,1
layan wp makin transparan,1
,1
update bukan baik malah jelek bug dimna2,0
instansi kait buat apk tu yg mada pajak bayar terus apk yg mudah warga kayak gin mau lapor pajak pribadi bisa lapor nantik denda dinote kritik saran bukan mudah malah sulit,0
mungkin pa bikin aplikasi tambah menu effin kendala pimpin pajak nya kena prose polri yaaa soal nya gagal terus udah ngisi pulsa kirain kaya apk bank yg pake pulsa,0
ribet sering error,0
mantap,1
apk sampah ken duit doang tapi apk ngebug,0
mau riset kata sandi aja susah aplikasi negara indonesia kan ya,0
verifikasi selalu gagal padahal data isi benar mohon tingkat fungsionalitas app nya,0
oke,1
sippp,1
sangat bantu ok aplikasi,1
gak sinkron narik nik pa lupa efin,0
kalau gagal kasih terang sebab gagal,0
moga bantu,1
lupa efin aja error terus aneh padahal data sesuai cek ulang kali prose cek lg baik lg bag erorr server service api,0
sangat bagus,1
bagus,1
baik mau bikin efin tahap input kode otp terima kode otp nya sm atau wa,0
aplikasi bangsatt,0
aplikasi khusus jawab verifikasi gagal puluh kali coba gx guna,0
gimana cara lapor,0
coba buat aplikasi mudah guna nyaman buat lapor enggak,0
mau lapor pajak aja ribet minta ampun kring pajak telp sibuk satu hari ga hubung pa isi data gagal terus padahal anggar besar,0
utk fitur lupa efin verifikasi gagal terus payah aplikasi buruk,0
login aplikasi website susah padahal belum gampang lapor tinggal kirim tunggu kode lama gilir cek login login notif kata sandi salah terus belum bisa coba eror mulu layan muas,0
ga,0
buka aplikasi aja susah mental mulu aplikasi perintah woooy anggar langit,0
minta efin ajah ribet banget kode verifikasi kaga dapet dapet sm nya,0
aplikasi parah gak guna,0
selalu gagal verifikasi efin,0
lupa efin masa kirim no verifikasi aja pake no tlp no tlp kan ubah mau lapor pajak aja ribet amaaaattttt bener deh,0
yg makan duit proyek aplikasi siapa nih mending baik servernya dulu jangan sulit diri fitur2 kurang penting,0
app gk jelas sampah,0
verifikasi gagal gagal ga dijelasin ga jelas,0
busuuuuk,0
mrngunakan aplikasi lupa efin upload foto malah gagal2 terus,0
gagal terus minta efin,0
beberapa kali verifikasi efin gagal terus aplikasi ga guna mau jadi warga yg baik aja sulit live chat nya sama selalu sedang sibuk ujung nya datang langsung kantor payah,0
aplikasi tipu,0
apk nya ribet apk yg gak,0
aplikasi apa gajelas gabisa konfirmasi kode efin lamaaaaa ga masuk2 sengaja kah biar kena denda,0
kok gak menu robicon,0
mau lapor aja susah eror mulu aneh memang pajak negri wakanda,0
,1
gagal mulu,0
aplikasi sampah gagal terus,0
jangan kan ngisi data aplikasi nya buka,0
aplikasi murah mw regis efin aja gak bisa2 uang pajak pakai buat benarin ni aplikasi,0
fasilitas lupa efin gagal terus,0
memuaskann,1
kakehan gaya pake online app baru tengah jadi udh d up playstore wkwk,0
app ga guna buka g bisa pa tanya pegawai pajak bilang pake web aja jangan aplikasi kali terus ngapain playstore appnya,0
cuma habisin anggar apk maksimal,0
apliksi apa ini efin aja ngurus nya susah banget ribet paja lebih mudah mau bayar pajak nyaman cepat clear,0
msh anut slogan kalo susah ngapain jadiin gampang mau minta efin nya aja susah tp kejar suruh lapor pajak kan lawak,0
verifikasi gagal terus,0
sumpah aplikasi kayak siap pusing 100x kayak punya utang rentenir hufff mudah,0
password benar login apk gagal,0
mana kasih solusi efin ga bener kocak negeri wakanda,0
apk ibab gak,0
selalu gagal begini gaji gede doang,0
gaje bngt app nya verifikasi data lupa efin gagal mulu klo buat apa nih app cuma ngabisin anggar negara doang,0
gak jelas efin apa mau masuk susah bener semua salah kayak gak niat buat aplikasi,0
aplikasi busuk verifikasi efin aja gagal mulu jadi male deh bayar pajak paling buat beli rubicon,0
aplikasi bagus minta efin susah,0
ga punya akun efin pa lupa efin malah gagal verifikasi,0
nomor npwp password benar pa login malah gak terang npwp password salah hadeh apa akibat sering makan uang haram jadi aplikasi gak,0
cocok maju,1
kode manaaaaaaaa,0
mungkin buat newbie kali ya saya udah coba 7x selalu gagal,0
kaga kode verifikasi via e-mail ampe detik,0
aplikasi sangat buruk minta kode efin verifikasi gagal terus mana tlf no adu sibuk trus jabat nya banyak yg kasus,0
aplikasix sangt jelek tra fungsi,0
telpon sibuk live chat arah kesini sini g verifikasi,0
apk ga,0
oke mantap,1
fitur lapor spt nya kok gak ya,0
sangat bantu eror terus,0
baik,1
aplikasi ga bantu,0
foto waktu verifikasi lupa efin kok gelap terus coba ulang kali piye iki bro,0
masa mau lapor masalah lewat aplikasi pakai pulsa sendiri aplikasi perintah kurang mutu ga pakai lapor pajak,0
aplikasi sangat buruk bantu,0
dukung lapor efilling pajak,0
request efin notifikasi hasil efin kirim email pa check email tidak ada email masuk nnti klo masuk bintang nya aku tambahim,1
gagal trus,0
mantep,1
ribet,0
tak kira ada online malah mudah yg mumet otak rek pusing pusing gusti,1
verifikasi efin selalu gagal bodo sma lapor pajak bad banget,0
ga tau kirim email yg mana kode efinnya udh daftar udh verifikasi verifikasi hr pake pulsa sekali sedot biaya hampir rp 1 000 gmn sih asal singgung dgn birokrasi perintah ga jelas hadehhh,0
layan perintah kok gin ya pajak woy,0
mau lu apa verifikasi evin gagal terus kalo bikin aplikasi cuma buat ikut2an lain tapi fungsi ga ada mending ga usah lah ngabisin angaran aja,0
lupa efin mau dapat efin kembali selalu verifikasi gagal,1
nyesel gw download ga liat ulas dulu alhasil beneran dong apk buruk,0
kode verifikasi lupa effin ga smp nomor telfon yg daftar udah kali isi form lupa effin nya kode verifikasi ga muncul,0
gimana cara verifikasi efin mohon bantu,1
keren banget langsung dapet efinnya pokok siap siap pulsa,1
aplikasi ga banget,0
baik situs kalian ngurus web aja gak becus,0
baik,1
tak lengkap daftar spt,0
aju efin selalu gagal,0
sulit dapat mpin,0
masa nomor efin kirim sembarang email bukan email daftar aplikasi apa aplikasi hoax,0
aplikasi sangat sangat bagong ratus kali coba aplikasi selalu gagal,0
jelek bngt berkali2 upload gagal mulu cape,0
data udh benar lengkap tp selalu gagal verifikasi pajak amanah bukan canda mudah rakyat sulit login dengen perlu lapor pajak,0
no coment cek bintang aja,0
mau bayar pajak lho bukan nyolong korupsi kenapa aplikasi kayak gin tidak bantu sama sekali dapat trilyunan uang pajak tp bangun aplikasi compatible aja gak bisa profesional dong,0
mudah sangat bantu pasti sinyal kalian bagus gaes,1
ciri2 aplikasi perintah itu biaya buat mahal kualitas jelek,0
aplikasi jelek verifikasi gagal terus,0
guna fitur lupa efin masuk data sesuai verifikasi selalu gagal pesan gagal ambil data nik beri masuk fitur reset password mungkin mudah depan terimakasih,0
aplikasi dak jelas sdh isi data yg benar aja verifikasi gagal org dak bayar dak lapor kejar kejar gilir mau lapor mintak efin malas sulit,0
heran sama aplikasi yg buat perintah padalan anggar besar buat aplikasi kalah jauh sama aplikasi swasta 1 verifikasi gagal gak notice tulis yg salah yg mana 2 pemberitahuan kirim lewat email tpi gak dikirim2 coba nulis ulang tetep sama 3 live chatnya web gitu udah nunggu luamaaaaaaa gak respon,0
aplilasi perintah kok ini,0
aplikasi sama web sama aja susah gak,0
buat,1
mau bayar pajak susah sekali buang buang waktu malah makin ribet pake djp onlinenya banyak tanya yg sulit erti org biasa hadehhh,0
apps apa nih,0
sangat rumit apa efin masuk aplikasi rumit ini aplikasi tuju mudah memperibett,0
sangat bantu,1
kode verifikasi perangkat padahal butuh minta efin registrasi spt sulit,0
nyaman,1
good,1
birokrasi utk pegawai,0
pindah kpp ujung2nya suruh lokasi jdi siq2 kuota waktu tlg sedia dana otak kalo buat aplikasi jdi biar simple org byr pajak,0
sangat bantu,0
jelek,0
apps perintah gada yg beres,0
apk tampil bagus tapi fitur minus bantu sok sibuk semua mau lapor pajak gak menu malah lewat web lebih baik warga taat pajak tpi dampak taat pajak minim rasa malah org pajak yg rasa,0
perhati aplikasi nya milik perintah loh susah banget buat verifikasi efin situ udah coba kali kali tetap gagal gak tau dah aplikasi lancar registrasi sinyal ok software udah baru gak tau dah apa susah mau daftar aja ribet arus efin daftar efin aja gagal mulu bagaimana mau daftar,0
csnya sibuk terus knp yah,0
sekarang kalau lupa efin lewat aplikasi ini mantabbb,1
aku galtek gagal maning,1
penting tetap banyak korupsi,0
gak fungsi gak dipake utk ambil efin selalu gagal verifikasi apk asal asal,0
gak lapor spt,0
mantap,1
aplikasi ngaco gw mau lapor spt tahun ribet nya ampun lupa sandi kudu masukin efin lupa efin kudu aju hari kerja lewat live chat g guna lewat aplikasi m-pajak verifikasi data npwp ktp ga verifikasi data sama semua mau nya gimana sih mudah bukan sulit potong pajak tpi sulit wajib tambah ini,0
aplikasi gak,0
kasi moga amanah,1
tuju guna aplikasi sih bgus yaa cuma pa d pakai tuh asli ribet mau minta efin aja nunggu kode verifikasi gk masuk udah 3x coba ttap aja gk masuk heran kn emang lebih mudah pa covid sih tggl wa layan kantor dekat selesai cm skrg jadi yah fix lah bkin susah mesti kantor pa lg sbuknya kerja ini,0
,0
anjir ribet bgt nih aplikasi kode efin efin w dah ikut tp ttp gagal,0
coba dulu,1
aju lupa lupa efin gagal verifikasi entah salah gk jelas niat mau bayar pajak buat susah,0
lengkap,1
trima kasih bagus aplikasi,1
sangat ringkas simpel saran mohon mudah utk chek rechek npwp an wp badan,1
lebih cepat mudah,1
mang ga yg lebih sulit lagi,0
pajak sama palak,0
kurang simpel,1
sangat mudah akses pph,1
susah buat daftar gagal trs,0
buruk parah apps nya verifikasi wajah masa gagal mulu niat baik mau taat pajak aja bkin ribet dasar negri konoha gilir yg mau makan uang pajak aja mudah haduuhh mai negri mai negri kusut,0
hanciik cek angele jarene ono menu efine mbelgedes angel si verifikasi,0
ribet x mau lapor pajak ja padahal pegawai pajak nya kaya2 mudah lah org utk lapor pajak,0
2x minta kode efin kata kirim email pa cek ada,0
bad,0
update malah ga buka,0
fitur lupa efin nya gmn dah kaga ngebantu nggk bisa2 tuh,0
coba,0
kan input kode verifikasi selalu gagal padahal jaring oke,0
lupa efin tp kirim kode verifkasi malah masuk masuk kodenta sm,0
aplikasi paling bodoh lupa password masuk efin lupa efin kirim nomor hp verifikasi jadi masalah nomor hp ganti lupa bagaimana bolak balik aja kamu pikir dong nomor efin panjang mau daftar terang nya daftar bodoh nih aplikasi kasih akses mudah donk lupa efin kasih pilih lalu email no hp e-mail lebih mudah ga gampang hilang jngan puter diefin pasword no hp bodoh banget sih kamu bikin aplikasi bikin pusing,0
sangat buruk produk gagal mau bayar male kalo korup,0
aplikasi gak jelas bukan mudah malah bikin makin sulit,0
dong kalo efin nya verifikasi lewat sm kan sekarang jaman canggih masa datang kantor pajak kan punya waktu kesana,1
mau isi spt aja susah minta ampun ruwet ruwet,0
mudah sesuai harpana,1
ribet,0
sandi sama no npwp udh bener masa salah gimana si,0
ampun deh ribetnya mau lapor spt mau minta efein susah minta ampun harus bayar pajak mudah biar orang awam sekalipun tdak sulit mau bayar pajak gilir telat lapor spt denda layan dulu mudah,0
tambah menu lapor spt tahun lengkap fitur web,0
mantap,1
punya negara kok kayak aplikasi amatir,0
mau apa sih masukin password aja susah pdhal sesuai atur minimal 10 digit pake anggka pake kapital sama bikin ribet,0
aplikasi taaeeekkkk udah jelas nomer npwp sama sandi gilir login bilang valid buka browser sama bad bad bad,0
,1
susah buat login,0
aplikasi sebenernya data base singkron apa enggak data diri npwp nik anggap salah semua hadehh,0
apk nya blm layak pakai,0
sumpah kesel bgt mau masuk pasword y salah trus padahal udh bener,0
aplikasi mudah mumpung orang mau bayar pajak aplikasi ribet npwp password udah bener tetep gak login parahhh,0
apkx eror mulu,0
verifikasi gagal terus padahal data sesuai ktp nik,0
mau daftar akun aja gk klik,0
aplikasi yg paling erti,1
verifikasi gagal terus ga tau apa gagal kira dukun kali nebak apa gagal apa yg urus perintah selalu buruk,0
kalo orang suruh bayar pajak coba aplikasi nya dukung suruh lapor pajak aplikasi ga dukung,0
mudah bayar lapor pajak masyarakat karyawan pt iwip tambang nikel besar asia rasa sangat sulit dapat nomor efin saja pernah perhati sosialisasi jelas perintah kena potong pajak kok suruh lapor aneh sekali negara tahu berapa gaji terima lapor juga jadi apa guna potong pajak potong gaji pajak,0
byr pajak dong mw beli rubicon,0
paksa lapor spt wajib setor kemudian uang maling buat beli robikon sama moge pamer mewah rakyat modal hasil nyolong uang rakyat kan bang add,0
mau lapor spt aja susah masa tinggal kirim verifikasi code aja gak masuk apa dirjen pajak ini,0
aplikasi punya perintah buat kayak gk serius asal,0
aplikasi susah,0
gabisa guna aneh,0
kamera blank verifikasi wajah sangat hambat,0
masuk verifikasi lalu log out pa mau masuk 3hari kemudian malah suruh daftar lagi sekarang semua bank pakai nama berkatepe disdukcapil jalan sendiri disiruh balik sama disdukcapil akhir kantor pajak pemda camat jonggol ktp data pribadi jalan sejak 2010 lapor sana sini jahit lahir darah darah,1
susah sekali laku daftar,0
aplikasi bobrok masak udah sesuai g b masuk klw pakek web bisa,0
tolong dapat nomor e-fin mudah masak nomer e-fin susah malu apa sama pajak udah korupsi,0
bagus guna,1
bagus,1
d perbaikin dong aplikasi nya jgn mau duit nya doang,0
sore sampe ketemu malam ku daftar sesi 2 kelik tombol daftar gagal mulu website sama aja masukin capcha kata salah padahal udah bener,0
coba dulu,1
susah banget mau buat npwp nya otp gk dapet2 payahh,0
suka,1
tlong lh sy udh bnyk hbiss plsa bkin ini di blng no otp berhsil truss blng no hp valid gamn sih,0
sulit bngt minta code verifikasi bikin cekik susah bngt ribet lapor pajak pake web aplikasi sama buruk nggk pernah code verifikasi biar d tunggu hari kerja yg buruk bngt,0
udah daftar sampek isi data puluh balik sendiri slalu akun salah lah apa,0
lumayan bantu,1
gk download aplikasi nya lah lgi butuh aplikasi,0
susah mau bayar pajak terlalu belit,0
banyak bug,0
,1
ribet bos lupa pasword login suruh isi efin lupa efin arah twitter twitter blm direspon tar kalo udah beres kasih 5,0
sangat baik perlu,1
buat npwp garus masukin nomer pa daftar otp mesti bayar 500 - pulsa udah abis 10000 masuk kode otp udah direktorat ga bayar bajak,0
bagus,1
ribet,0
repot,0
bantu dlm lapor pajak online,1
aplikasi guna ga buat lapor spt ga layan adu ga bagus bagus apk sampah banget,0
aplikasi gak guna buat gugur tugas aja biar lerlihat ikut kembang jaman,0
kelas indonesia bikin apk kayak gin aja ribetnya kaya program nuklir anj,0
suruh lapor spt tahun kantor pajak jauh lokasi coba lewat online nyata coba coba sekian kali tetap login aplikasi djp entah apa salah dosa,0
apa guna daftar online kantor pajak tahu efin sangat efisien harus mudah malah sulit status kerja butuh wajib masuk kerja izin kerja,0
tlp ga bisa di chat layan sibuk terus hari nunggu hubung nihil payah layan,0
user pw udah bener aja masuk,0
keren nih aplikasi,1
useless,0
baik server sering ga akses ga pencet mohon fix segera,0
bingung,0
brengsek,0
bagus,1
sangat jelek lola pake data seluler lola pake wifi lola beda hp lola ribet lupa pasword aja suruh paje effin effin ngga kirim email ujung ujung suruh kpp kpp dekat jarak 40 km jadi fungsi online buat apa kalo ujung ujung suruh datang kpp sangat efisien meribetkan masyarakat,0
gak buat catat bulan keluar tulis jadi salah,0
bikin nomor npwp aja sulit minta ampun,0
susah login ubah password tetep ga masuk bantu,1
lapor spt mna letak aplikasi malah bingung,0
mau bayar pajak ntar jadi harley davidson rubicon jadi pikir pikir mending bantu butuh,0
daftar terlalu repot niat mo bayar pajak jadi male gara daftar yng tele semua gk urus online saja,0
aplikasi buat bayarin anak jabat harley rubicon,0
warga baik taat pajak,1
aplikasi gak jelass udah sesi 2 ribett amat sampe habis pulsa gak bakall bisaa nyesll we downlod niat gk si bikin apk bukan nya mudah malah sulit udah habis bnyk pulsa ttp ae gk,0
bayar pajak,0
ganggu server mulu selalu struggle,0
harap sistem mudah lagi buat sandi ribet padahal akun pajak gak sensitif aman super duper kuat ubah sandi pake nomoer efin padahal baru buat akun sandi salah mulu padahal asa benar ubah sandi cukup verifikasi email kan guna email taut fungsi sumpah ribet parah sistem online mudah bukan balik lk,0
,1
makasih,1
mantap,1
buat sandi akun sulit sekali ubah kali pake huruf besar pake angka pakai simbol berbeda2 ga pakai simbol sama aja gabisa ga sih buat npwp d sni haa,0
aplikasi yg bagus dukung karyawan pajak punya rubycon,0
layan buat spt sangat kecewa,0
kalo harus bikin online harus mudah bukan nya makin sulit gak semua org akses lewat internet baik,0
ga login apk maupun djp onlin selalu error jadi gabisa lapor spt,1
susah login ribet,0
sistem baik ya daftar npwp online mau isi nama suami selalu isi lah gimana mau buat npwp kalo kayak gitu cara capekk,0
rakyat bayar pajak uang nya beli rubicon harley,0
mau daftar npwp bayar pajak aja susah amat puluh kali gw daftar captcha salah mulu kelas negara aja punya aplikasi jelek,0
cara validasi nya kayak taik lama banget ngk tolol,0
belum buat catat hari euy padahal menu tsb app loh mohon tingkat baik developer kak,0
oke,1
mau bayar pajak aja sulit negara negara bilang terima pajak sedikit sungguh aneh,0
oke,1
mau daftar aja bikin susah,0
pegawai pajak bebas pajak,0
aplikasi sangat lot mudah crah si buka,0
aplikasi lot jgn didownload susah,0
loading lama padahal internet wifi kencang google sama lot sekali sangat sulit hilang kerja npwp,0
bantu tuju masuk guna aplikasi mudah ujunga website,0
gak menu lapor ujung pakai browser buat lapor spt aplikasi gak worthit,0
aplikasi tolol parah ga bakar aja servernya,0
baru coba lapor pajak online,1
apliakasi bagus tapi apus kendala masuk akun susah masalah sama terus jaring padahal main cod ama ml lancar,0
sulit buat lapor dulu praktis,0
padahal tiap bulan gaji potong bayar pajak susah tau data wajib pajak itu buat apa aplikasi pajak web pajak online kalau mau login aja susah tengah mati bahkan hubung nomor darurat jawab server sedang sibuk,0
aplikasi buruk daftar sulit gin kok suruh bayar pajak,0
susah banget lewat pc lewat aplikasi malah ribet lupa sandi aja npwp daftar aneh,0
sering error,0
terima,1
mantap,1
1500200 layan kurang muas,0
mantabz,1
mudah jaring,1
bagus mudah mau daftar kode efin kantor pajak kemudian masuk menu daftar aplikasi ini,1
good,1
masuk broser tak mudah lanjut validasi data nunggu paket internet hb x blm kelar negara banyak ajar rakyat mau peduli malah repot aplikasi yg banyak kurang mohon mudah baik,0
mantaaap,1
good,1
good,1
hapus aplikasi nya server busuk,0
mau gnti paswod susah nya minta ampun dah eror mulu,0
,1
sangat bantu,1
,1
jelek,0
blm login pkek nik,1
banget,1
anying ribet bener mo bayar pajak simple in la bangke bnyk bet birokrasi bukan gamau bayar ribet bgt sat,0
appsnya ga simpen history bayar mandiri umkm yg bulan itu mungkin appsnya upgrade bayar langsung tiap bulan lapor spt tahun datang ngelink tinggal update harta sedikit lain umkm yg baru rintis yg coba berwirausaha rasa susah lapor yaa tuan dirjen pajak,1
hapus aja bre ga,0
bagus,1
aku daftar kmaren pakai gmail sekarang suruh pakai no npwp knp g muat,0
keren,1
lengkap ribet gak jelas ni aplikasi,0
susah login ngga kaya dulu,0
mantap,1
awal sy guna aplikasi ga laku lap or spt,0
oke,1
sulit rakyat mau bayar pajak aja buat bingung,0
loginnya udh pakek nik kok bisaaa pieee tooo,0
masalah pajak djp online,1
payah parah,0
mantap jiwa sedikit maju,1
aplikasi bobrok bikin emosi tingkat dewa,0
prose ribet mau lapor spt lewat online banyak sekali tanya mana bingung mau jawab apa mau kantor jauh makan biaya bom kalo sampe masalah jalan sangat erti ada rakyat udah gajih potong buat pajak mana suruh lapor tiap taun ribet skali si atur perintah,0
sangat bantu,1
aplikasi banyak bug,0
login selalu aja no npwp salah back awal padahal no npwp nya benar,0
aplikasi rudet online online server lot,0
,1
aktivasi akun selalu gagal pesankesalahan reg028 ribet banget suruh kirim ulang lunk aktivasi tetep sama aja pesan salah hadehh,0
,1
sangat bantu,1
sangat sulit layan kantor pajak,0
selesai verifikasi mau login username password salah padahal udah cek kali kali tetap aja salah juga solusi nya terimakasih,1
kacau banget daahhhh niat,0
update data pribadi padahal akun saya jangan sulit orang lah kelar hidup loe,0
ribet banget sangat bingung aplikasi ini sorry no recommended,0
lot,0
banyak ngelem yg bkin apk,0
oke,1
mantap sangat bantu,1
mau bikin npwp tiap mau daftar ga pernah dapet email link buat tahap 2 coba daftar pake email sama aja bapuk bgt heran deh,0
,1
lupa kata sandi email aja gak kirim parah ahahahah gaji gede buat apk gak becuss,0
tahun kemarin kesel sama app ini nyoba bikin kesel ga perbaiki2 padahal lempar web,0
abis isi formulir selalu masalah server capek ngulang trs bagus nya emang gausah bayar pajak udaah mau daftar online aja susah nyaa,0
piye pak piye pak piyeeeeeeee web e angel akses aplikasi ne yow angel angeeeeel angeeeeeeeel wes,0
joss,1
kode aktivasi kirim email pa minimize hp liat kode aktivasi terus balik apps djp ngulang halaman awal kan gob,0
ribet bukan gampang tpi makin ribet ud 2 email tp gk balas konfirmasi d masukin buat daftar ket email pernah pakai,0
datang kantor jumat sd jam4,1
terimakasih atas nya aplikasi m pajak sekarang jadi gampang bikin npwp,1
,1
bagaimana mau login daftar npwp-nya aja gk bisa registrasi guna email langkah pertama sukses gak email lanjut langkah dua,0
sangat bantu dg nya aplikasi,1
mau login d apk kok gk padahal semua sesuai benar,1
aplikasi nya mati rugi bayar pajak elu padahal anggar besar,0
layan informasi cabang serang banten kalau orang awam bimbing langkah baik bukan direspon nada tinggi kalau memang sanggup jadi layan informasi resign aja mutasi jabat,0
mau bayar pajak aja susah minta ampun daftar aja serengah mati loadingnya baik masyarakt kecewa kalo pelayananya gin bukan muda sulit,0
kok gak login pake nikpadahal validasi,0
bener-bener nyusahin rakyat udah bagus mau bayar pajak online kok fasilitas bayar gak padah alias aplikasi bobrok nih aplikasi kocak bet dah login pake npwp sandi yg bener masak bilang salah terus gak cuman satu akun ya emang banyak punya problem yg sama dong segera baik kalo gak mau rakyat telat bayar pajak,0
sixal lelet,1
mantap,1
server eror 500 mohon hubung administrator,0
warga mau bikin npwp aja susah minta ampun,0
malah ribet tampilanya,0
,1
sukses selalu mudah layan,1
aplikasi kelas milik negara kok kayak gin sih,0
repot daftar akun minta effin datang kantor pajak kerja kya minta cuti izin karna antri mudah daftar akun,0
tombol bikin id billing error melulu,0
sangat bantu aplikasi djp,1
susah gak masukin nama suami,0
siiip de,1
system paja indonesia sangat kacau utama pkp usaha server lambat layan ar yg kurang maksimal yg paling bikin jengkel sebenernya servernya yg sangat lambat ga cepat reponsif usaha bayar pajak langsung hasil uang langsung kirim usaha lapor ntp hasil bayar pajak tadi lama nauzubilah kadang smpai besok erorr ga dilaporin ujung2nya lewat akhir bulan akhir laku usaha kena denda,0
,1
1 dulu slnya error buka salah satu menu,0
okay,1
daftar npwp online pdf gk beri kartu gk kasih nelpon 1500200 ruwet,0
aplikasi susah donwloat aplikasi lot bangke,0
,1
mantap,1
,1
sangat bantu aplikasi tolong baik lagi susah login padahal kata sandi benar susah aktivasi efin juga,0
verry good,1
kirain manfaat djponline sedang error nyata sama aja bikin billing susah,0
bikin npwp aja ribet minta ampun validasi data cuma bengong aja selesai ayu jangan bikin susah,0
ga masuk udah ngisi nomer npwp efin udah sesuai tetep ga bisa capek langsung uninstal aja,0
,1
jelek sekali mau liat spt tahun yg daftar ada menu lapor gak ada yg muncul bukan e-filing malah e-bill ing,0
aplikasi bagus syarat yg buat ribettt,0
bantu kode verifikasi daftar situ tulis kode sdh kirim gmail kok muncul kode nya,0
kolom jenis pajak kolom jenis setor pilih alias kosong mohon baik,0
benar sangat mudah perlu perhati hal2 ikut 1 tdk langsung sinkron aplikasi versi web 2 buat billing tdk lihat histori nya maupun cetak ulang,0
coba rekruitmen it yg pinteran dikit,0
kalau bantu tambahin,1
mantap tong,1
mantap,1
lupayan bagus,1
profil error,1
good,1
sangat mudah simpan dokument trimakasih cetus,1
sangat bagusss,1
aplikasi sangat baik,1
gambar npwp nama tutup barcod kenapa ya,1
gak niat bantu masyarakat,0
baru data update baik utk depan digit 15 1 januari laku login guna nomor nik login dgn no nik update dulu terimakasih,0
kode verifikasi muncul,0
tolong buat login knp min ta efin kan sdh nomer npwp knp bikin ribet kerja klo kpp hr otomatis gaji d potong mudah buat daftar,0
pake crome pake aplikasi ga dasar aplikasi ga jelas,0
siapa buat blog djp ko buat rumit mungkin biar orang susah bikin npwp ngurus pajak ya mau buat npwp ko malah terus terus tanya no npwp berapa,0
sulit daftar akun baru link daftar akun baru aplikasi fungsi,0
suka,1
app rusak ga mudah paham susah guna bilang muda aja pusing orang orang lanjut usia guna app ini semua app negara aneh aneh gapaham sama 62,0
tiap login eror padahal login via web bisa solusi aplikasi diperbaikin lg,1
buruk,0
bikin npwp online skrg ribet foto langsung dll verifikasi lama jg ribet bngt,0
bukan mudah rakyat ni aplikasi hapus aja ga,0
server ampas,0
oke,1
sangat bantu,1
good,1
tombol pilih jenis pajak jenis storan gak klik mau buat kode biling mohon baik kakak tampil cukup bagus simple,0
aplikasi ga mau daftar aja susah,0
mau bayar pajak aja susah minta ampun,0
